S.No,Comments,Label
37,ఎంతమంది అని గుర్తు పెట్టుకుంటాను అని బాలయ్య ఉద్దేశం,non-hate
38,చేసి ఉంటారు సినిమా రంగంలో ఇదంతా కామన్ కదా,non-hate
39,మై ఫేవరెట్ టు లక్ష్మీ నరసింహ మూవీ,non-hate
40,మిరు అంటే పిచ్చి కానీ కల్వలేము అంతే ప్రేమ అన్న,non-hate
41,అభిమానులు అంటే ఎంత ప్రేమో ,non-hate
42,రవి ప్రకాష్ వార్త ప్రపంచంలో ఒక సంచలనం. రవి ప్రకాష్ లేనిదే టీవీ 9లేదు,non-hate
43,చిరంజీవి సర్ కి ఇలాంటి పరిస్థితి వొస్తుంది అని ఎవ్వరు కలలో కూడా ఊహించి ఉండరు,non-hate
44,ఎదుటి మనిషికి చెప్పేటందుకే నీతులు ఉన్నాయి.,non-hate
45,Mundu kanty epudu Baga style ga unnaru sir,non-hate
46,భయం అతని బ్లడ్ లో లేదు,non-hate
47,ఎవరు సంగతి ఏమోగానీ మీరు మాత్రమే చాల గొప్పవారు,non-hate
48,Oke okka show tho aksanni antesaru meeru....,non-hate
49,meru..ellgha chinha chinha drse llhu vehyakainde,non-hate
50,ఏంట మీ ఇద్దరు బాధ ఒక్క ముక్క అర్థం కాదు,non-hate
51,పేర్ని నాని గారిని దేనితో పోల్చాలో అర్థం కావట్లేదు,non-hate
52,సకల జనులూ కులాలకు అతీతంగా ప్రేమించే....... ఒకే ఒక్క నాయకుడు,non-hate
53,ముమ్మాటికి ఇదే నిజం కానీ ఇలా మాట్లాడితే ఎవరికీ నచ్చదు,non-hate
54,Pawan kalyan cm aithene Andhra Pradesh bagupaduthundi avari valla kadu andaru dochukune valle unnaru,non-hate
55,ఓటమి ఎంతో నేర్చుకోవచ్చు దాని కిక్కే వేరు ఉంటుంది,non-hate
56,lokesh garu epudu chala matured ga vunnaru,non-hate
57,చాలా బాగా అడిగారు కాని కలలు కనడం మంచిది,non-hate
58,అన్నా ఈ ముసలి ఇప్పుడు లేదు మొన్న చనిపోవడం జరిగింది,non-hate
59,సూపర్ భాను,non-hate
60,Miku mana support yeppudi untundi Annayya we love Pavan boss ️,non-hate
61,Anna nuvu vara level ante,non-hate
62,అన్నయ్య పేరు వింటే గూస్ బమ్స్ వస్తాయ్,non-hate
63,Rgv tho vaka interview plan chesthunava nuvu kuda,non-hate
64,Idi Edo reel kabhatti sari poindhi lekha pothe aadhi anna deenikhi kuda eadoka setair veseavadu Mee midha,non-hate
65,Slient pettu bangaram phone,non-hate
66,Tension lo silent lo pettadam marchipoyindhi,non-hate
67,naresh pottigane vundura famous ga vuntav,non-hate
68,నిజంగా ఈ పాట ఉందా,non-hate
69,E phone Baya inta clarity vachindi video adi theatre lo,non-hate
70,Songs kosam mv ki vellochu super unnayi 3 songs,non-hate
71,Ekkada bro nuv ee movie chusindi ,non-hate
72,Ye mobile lo thesav bro clarity bagundhi,non-hate
73,Epudu varaku upload chysina videos e video a clarity ga vundi,non-hate
74,Movie  block buster Mass jathara bomma daddarillipoyindi in theatres super dooper hit,non-hate
75,𝙰𝚝𝚝𝚎𝚗𝚍𝚎𝚗𝚌𝚎 𝚐𝚞𝚛𝚒𝚗𝚌𝚑𝚒 𝚞𝚗𝚝𝚎 𝚋𝚊𝚐𝚞𝚗𝚍𝚞,non-hate
76,4 lo second di tisi 1 ki 2 ki madyalo pedite 4 avtundi order saripotadi,non-hate
77,same nen ade anukunna,non-hate
78,okkati kuda thiyanavasarm ledhu ,non-hate
79,yela vastai ilaanti idea lu…,non-hate
80,Table reverse move cheyyali okasari,non-hate
81,4 unnai kada andulo okati teyali easy,non-hate
82,Nenu ithae thinevadini inthsepu chudanu,non-hate
83,లాస్ట్ నాలుగు బాధము లో మొదటి రెండు బాధము లో ఒకటి తీసుకొని లాస్ట్ లో ఒకటి పెడితే సరిపోతుంది సింపుల్,non-hate
84,asalu dance undhi chudu bro hats off antey,non-hate
85,యూట్యూబ్ లో ఏమని సర్చ్ చేయాలి బ్రో ఈ పాట కోసం,non-hate
86,Dani kanna mundu gym lantivi join aiyi slim avali apudu try cheyochu evanni,non-hate
87,ఒకసారి మా తెలంగాణ కి ర బ్రదర్... నీకు అదికూడా దొరకదు... ఉన్నది చేసుకొని ...వేరే జాబ్ కి ట్ర్య్ చెయ్,non-hate
88,కొంతమంది కా ఉద్యోగం కూడా లేదు,non-hate
89,Kinda paddakuda meeku emkaledu ,non-hate
90,"ప్రాణం పోతే తిరిగి రాదు బ్రదర్స్,,, చూసుకొని డ్రైవ్ చేయండి ప్లీజ్ ",non-hate
91,డబ్బు పోతే తిరుగు సంపాదించుకోవచ్చు కానీ ప్రాణం పోతే తిరిగి సంపాదించింది కొంచెం జాగ్రత్తగా డ్రైవ్ చేయండి,non-hate
92,Cheppedhi em lekapoina ha hm ani anna parledhu vallatho matladali anthee,non-hate
93,Phone cut chesthey inka yavaritho mataladestham ani Ami leka poina chepu chepu ani rod avtharu edhi fact,non-hate
94,Dharani badha padthunte naku nachatle e videos vdu,non-hate
95,ఏం మాట్లాడుతున్నారు రా నరాలు కట్ ఐపోయినాయ్ దయచేసి షో బంద్ చేయడం మేలు ,non-hate
96,ఒరేయ్ ఆ పోడుపు కథ అరటీకాయ,non-hate
97,రష్మిది అని చెప్పి ఆది లేకపోతే అలుగుతుంది స్త్రీల పరువుతీస్తున్నది,non-hate
98,Madam sigupaduthundhi emaina guthochintlu undhi,non-hate
99,Meru battalu vesykovadam avasarama,non-hate
100,Masooda fancy store lo konnava..,non-hate
101,Ayina valla evaro gf neku msg ki enduku reply istadhi bayya,non-hate
102,Papam bratheke unada ga ney champasavu kadha bro papam,non-hate
103,Chitu videos Post cheyandi cute ga unnnadu,non-hate
104,Endukante miku circus and gimanstics radu only dance mathrame vachu kabatti sir ,non-hate
105,Shekhar master indulo unnada leda?,non-hate
106,Avunu sir meeru dance chestaru kani veelaki circus kavalii,non-hate
107,Ramana gogula voice Pawan anna ki super ga set avthadi,non-hate
108,Appatlo ee kacheri lu bhale undedvi,non-hate
109,సంజయ్ మందు పార్టీ లేద,non-hate
110,Endi ayya idi entha mandiki ide recording pettaru,non-hate
111,Idhi nijanga jarigindha leka veellaki news ledhani kottha news create chesaara,non-hate
112,Arey ma intlo naku 2k kuda gettiga evaru,non-hate
113,Papam andaru help cheyali valla family ki,non-hate
114,రెసెంట్ గా మేము అవతార్ సినిమాకి యెల్లినపుడు ఇట్లాంట్ సీనే చూసాం భయ్యా,non-hate
115,Next janasena కీ vote వేయండి,non-hate
116,E ycp valu Adho goppa dhanam chesaru ani e sound Anti bhaiya,non-hate
117,Kerak dance mare Tagadeladu ladu Antha,non-hate
118,Papam e papa aa song ni chusi chusi ila aipoindi,non-hate
119,Rey edho reels chesthe comments enti bro alla pettaru,non-hate
120,Aa patalo una depth mee voice lo kanipinchindhi,non-hate
121,Nenu velu pedatha choodu Nenu velu pedatha choodu,non-hate
122,ఇంతకీ ఏం పాట అది,non-hate
123,అనుపమ లాగా మళ్లీ పుట్టాలి,non-hate
124,ఇలాంటి అన్నయ్య నాకు కావాలి ప్లీజ్ నాకు అన్నయ్య గా వుండి పోవ అన్నయ్య ,non-hate
125,naku annayya ledhu,non-hate
126,యాంకర్ సూపర్ గా ఉంది... ఆర్జీవి గారికి ఫుల్ ఎనర్జీ ఇస్తుంది.,non-hate
127,నీలాంటోళ్లని చూస్తే ఆటోమేటిక్ ఎనర్జీ,non-hate
128,సూపర్ వుంది... ఫిజిక్,non-hate
129,యాంకర్ ఏంటి రా బాబు సూపర్ గా ఉంది,non-hate
130,ఇలాంటి యాంకర్ వుంటే ఎవరికైనా ఎనర్జీ వస్తుంది,non-hate
131,ఏదేమైనా rgv ని ఇంటర్వ్యూ లు చేసే anchor లు,non-hate
132,నువ్వు కేక వా అంమి నుంను చూశాక మతిపోతుంది,non-hate
133,రాను రాను గ్లామర్ వచ్చేస్తున్నావ్ ఆంటీ,non-hate
134,"""Rana"" garu ee madya baaga ""famous"" avuthunnaru",non-hate
135,బాహుబలిలో నిజంగా రానా ఆక్టింగ్ బాగుంది,non-hate
136,కత్తి లాంటి యాంకర్,non-hate
137,మీరు మెగాస్టార్ అన్నయ్య,non-hate
138,మెగా స్టార్ పక్కన కూర్చునే హక్కు నిత్య కి లేదు..,non-hate
139,Naku e interview chusaka babu gari meda enka respect chala perigindi,non-hate
140,"CBN, YSR గారు ఒక్కటే పార్టీ లో ఉండి ఉంటే మన రాష్టం డెవలప్మెంట్ లో NO:1 ప్లేస్ లో ఉండేది.",non-hate
141,మీరు చాలా గ్రేట్ సార్ మీలాంటి లీడర్ లేడు,non-hate
142,Chandrababu Gari rajasekhar Gari sneham super,non-hate
143,గెలుసుకున్న వెక్తి చాల అదృష్ట మంతుడు,non-hate
144,మీరు ఇలాంటి ఎమ్మెల్యేలు మన దేశంలో కావాలి సార్,non-hate
145,మాది అనంతపురం మా ఊరు దగ్గరలోనే ధర్మవరం కేతిరెడ్డి అన్న చాలా మంచి వ్యక్తి,non-hate
146,"కేతిరెడ్డి గారి మనసు చాలా మంచిది,...",non-hate
147,మీ videos అన్ని చూసి మీకు దేవుడు ఇంకా ఎంతో ఇవ్వాలని కోరుతున్నా అన్న,non-hate
148,మీలాంటి వారు మా తెలంగాణ కు రావాలి అన్నయ్య,non-hate
149,"అన్న నేను చేసే పూజలు, జపాలు, నాకు వచ్చే పుణ్యం అంతా నీకే చందాలని దేవుని కి కోరుకుంటా అన్న",non-hate
150,"ఫ్యాక్షన్ ప్రక్కన పెట్టి ,ప్రజల్లో గుండెల్లో ఉన్నారు సర్",non-hate
151, meru ap kuda cm aeithe bagunu sir,non-hate
152,YCP lo avarena manchiga work chethunaru anthe Adhi MLA KETHI REDDY gare,non-hate
153,Anna meeru chesepanulaki matallev anna,non-hate
154,Super sir pillalu chala chala happyga fell avtharu,non-hate
155,మీ గురించి చెప్పడానికి మాటల్ లేవు మీరు సూపర్ అన్న,non-hate
156,"బండి ఆమెకి సాయం చేశారు., అలాగే పిల్లలు కి కొని పెట్టారు",non-hate
157,థాంక్యూ అన్న మీలాంటి ఎమ్మెల్యే ని ఎక్కడ చూడడం లేదు,non-hate
158,మీకు జన్మ నిచ్చిన తల్లిదండ్రులకు ఎంతో అదృష్టం,non-hate
159,సుపర్ సార్ మీలాంటి ఎమ్మెల్యే మా తెలంగనకు కవలి,non-hate
160,akkada old people ki help chesaru and at the same time children ni happy chesaru,non-hate
161,అన్న మీలాంటి ఎమ్మెల్యేని చూస్తుంటే చాలా సంతోషంగా ఉందన్న,non-hate
162,మా ఊరు పావగడ మీలాంటి వాళ్ళు కర్ణాటక కి రావాలి,non-hate
163,Mothaniki horn kotta kunda pani cheyyaru ani maku ardham ayindhi,non-hate
164,Men bane unnam kani mirenti mari road midha ekkada room ledha,non-hate
165,Mem bane unnam kani.... Niku venuka bagunda,non-hate
166,Mega star n shekar master all time block buster HIT,non-hate
167,Mari train nadipe vadini kodithe enni horns kodathadu ,non-hate
168,Maaa entiki vachi bangaram edharam kalisi tindham,non-hate
169,M M కీరవాణి సంగీతం అంటే మామూలుగా వుండదు రక్తం మరిగిపోతోంది,non-hate
170,Kaanivanndi ra kaanivandi,non-hate
171,Janalu picha nayallu ayte avaru yemaina tisukontaru bro,non-hate
172,Inni horns vinna kabatti naku pichi ekkuthundhi ani ardam ,non-hate
173,Indulo thappu evaridhi???,non-hate
174,Indhakati nunchi choosthunna aa dress endhuku yeguruthi bayya,non-hate
175,Ila e video continuous ga mem andharam chusthey maa andhariki burrapadu ani ardham ,non-hate
176,I have one dout long drive ke velle em chestaru  haa jst asking ,non-hate
177,"Fast ga vacchina vadu,road cross chesthunna vadu iddharu eps ey",non-hate
178,Face chupichakud eanti sis edhi,non-hate
179,Eppudu cbi ni kuda ammuthadu ley,non-hate
180,Enti dhabidi dhibedena car loo .. motham ah ah naughty Bhanu,non-hate
181,Endhuku adiganu ra anukkoni untadhi,non-hate
182,Ee pilla March lo 10 th rasindhi kada malli school lo ne undhi enti,non-hate
183,ECE antay branch kadu Fire  u,non-hate
184,Direct ga food department ni adagaleka ala cover chesindhi,non-hate
185,DC machines degara velli induction motor antadu ndi,non-hate
186,Dailogue matram superb ga cheparandi,non-hate
187,College ki poni vallaki ye day aithe emi ,non-hate
188,Cinima release ayyaka e song famous avthadi nenu chepthunna raskondi,non-hate
189,Chillara mohani judge ga pettindhi evarra,non-hate
190,Chala akali vesthundhi baga,non-hate
191,Buurapadu Burrapadu ayyababoi,non-hate
192,Bro nice editing bro meeku kanipinchi untee like kottamdi,non-hate
193,Bhanu prema lo padindhii royyyyy......,non-hate
194,Atha kodalu midha oka reel cheyandi akka,non-hate
195,Anupama ma intiki ra anupama thindham ra anupama ,non-hate
196,Anti bayya nuvvu okka video tho subscribe chepinchav,non-hate
197,"Ante eppudu trend ala vundi, yem chestam oka frnd inko frnd ni kuda relation loki laakelutunnadu",non-hate
198,Annayya ni touch chese dammu evariki ledu,non-hate
199,Akka me babe face eppudu chupisthav,non-hate
200,Akka annadi photo pettu chudam,non-hate
201,Ah interview tarvata jinthaka githa githa ne na lucky person bro nuvu world lo ne jhonny bhai tarvatha,non-hate
202,Ah bombai car ki am bumper protection petina original bumper eh legsipodi,non-hate
203,"Age తో సంబంధం లేకుండా, డ్యాన్స్ తో నేటి యువతరానికి ఛాలెంజ్ గా నిలుస్తున్న ఏకైక హీరో మెగాస్టార్ చిరంజీవి అన్నయ్య ️️️",non-hate
204,Adhi guntur government hspl mundhu ra ayya ma frd valla frds eh vallu ,non-hate
205,Abba nv super ga chesavu e video 70times chusa ,non-hate
206,Aashu akkada cigarate smoke chestundhi,non-hate
207,Aa uncle kavalani aunty midha padi and vehicle kadhilindhi by mistake le madam antadu,non-hate
208,2024 lo anni non Sunday lu vastayi le... Ala motivate avvatame ika,non-hate
209,ముందు నీకు kcpd ఐతే ఇలాంటి పదాలు వాడకుండా ఉంటావ్ ,non-hate
210,Yevarrra pugadddu dhanikki judgement echindhi chepamannni,non-hate
211,Idhepudu judge ayindhii...,non-hate
212,అయ్యా బువ్వ ఎలా పెడుతున్నారో అదికూడా చుపియండి,non-hate
213,Paisal vunte emaina jaruguthai driving ranodiki kuda licence istunaru indulo vintha emundhi ,non-hate
214," naani ee madhya Roja tho kalsi manchi punchlu vesthunnad ra, kaani avi pelaltla nagabaabugarru navvatla",non-hate
215,Swami lane vunnav nijanga super swami,non-hate
216,Sir Royal em filed bike person shirt bagundi link peduthara plss,non-hate
217,anna inka same background music sup anna inka elanti videos thiyandi,non-hate
218,Videos chala bagunnaya manchi message istunnaru annya,non-hate
219,Babu gadu chala baga acting chesthunadu super ra,non-hate
220,"First search cheyali ante balance undali kadha raa babu, meerekkada dorikaru ra babu maku ",non-hate
221,నెట్ ఉండాలి కదా బ్రో,non-hate
222,Mundhu adhi type cheyadanikeina recharge vundali kadha beo ,non-hate
223,నేను కూడా zomoto లో చేస్తున్నా నన్నెవరూ లాగలేదు ,non-hate
224,Nuv thop Raju anna Prabhu తర్వాత నువే,non-hate
225,Chaduvi samskaran nerpaniki sampadayyaniki tharvatha,non-hate
226,Meekem pani leda bayyaa ilanti vallani techukoni vedios pedataru ,non-hate
227,Aa 10th covid pass kadha,non-hate
228,Chaduvu raadu annappudu EE dialogues cheppali,non-hate
229,Bro ipudhu chadivithy chalu nik job evadu esthadu,non-hate
230,Bro edina avachu eduti vadiki respect evali kada mari antha attitude vunte kastam,non-hate
231,అమ్మ నాన్న ఉంటే ఆ సంతోషం వేరు వారిద్దరు లేకపోతే ఆ బాధ సంతోషం వేరు,non-hate
232,"Repu vedu kuda okadiki Tandri avuthadu,vela koduku entha ki elaga chustha telusthudi",non-hate
233, మిడిల్ క్లాస్ తండ్రి కొడుకుల అనుబంధం ఇలాగే ఉంటుంది ,non-hate
234,Andaru revanth gelusthadu anukoni shrihan ni money thisukomanaru,non-hate
235,Edi choosi kuda srihan ni blame chstunru anta great abba,non-hate
236,శత్రువునైనా నవ్వుతూ పలకరించి గొప్ప మనసున్న వ్యక్తి రా మా జగనన్న,non-hate
237,Enduku navvutado ardam kaadu ,non-hate
238,Rey appu nee daridra navu nee face chudaleru janalu,non-hate
239,మీలాగా ముందు ఒకలాగా వెనకాల ఇంకోలాగా ఉండడు ఇప్పుడు ఒకేలా ఉంటాడు శత్రువునైన ప్రేమించే గొప్ప మనసున్న వ్యక్తి రా మా జగనన్న,non-hate
240,ఆ నవ్వేంటో మీ విధానాలు ఏంటో ఇప్పటికీ మాకు అర్థం కాదు,non-hate
241,Prathhi uuru ila untey superb anevallu enthamandi,non-hate
242,Yedho oka roju nuvvu goppodivi avuthav babu,non-hate
243,Endhukandi ma A.P people meda intha paga pattaru me family antha,non-hate
244,Same mid night recording dance behavir,non-hate
245,Nee matalaki evaraina fidaa avutharu mawa ,non-hate
246,ఒక మంచి హీరో గోపిచంద్ గారు,non-hate
247,Neanu Ameerper lo eappati nundoo untunna but noo use,non-hate
248,Naaku thelusu chivarini veelani jagan mama train batch chestharani,non-hate
249,Na arm a podavuga vundhi bro na kali kantay,non-hate
250,Mottani ki manchi message ichhav bayya Ala pilichina prathi ammayi venuka pothe Gitla intlo battalu ginnelu thomipistharu ani,non-hate
251,నువు adadhani ve kadu,hate
252,mamidikayalo rasam thagalanipisthudi,hate
253,Nuvvu Adadhanivaithea first paita saduruko,hate
254,Nuv nee avataram enta aa cheera kattukovatam e,hate
255,dennichusthe chi daridram,hate
256,Meeku అన్ని peddavigaane ఉంటాయి,hate
257,Po chala pedadiga undhi batalu vipi rodlo kurcho ve panikirani Munda pandi moham dhana,hate
258,neeku sigu ledhu chi west ,hate
259,కొక బాగలేదే బోసిడికే,hate
260,challa peddaga unaiii kadhaa,hate
261,Lopala kinda pettuko chustamu,hate
262,ఇలాంటి చెత్త మాటలు చెత్త పనులకి పనికి వస్తా,hate
263,anta peddavi yela sampadinchavu cheppava,hate
264,Vatini tisukelli gudda lo petuko,hate
265,Koka Bane undhi. Kindha pooko Ela undho teleedhu,hate
266,jocket ippukoni langa ippukoni nee falthu matalu nuvu ,hate
267,Pooooove langa Dana ............tu ne bratuku karona Aina vachi poledu edi....,hate
268,కింద కూడా కడుక్కో కొద్దిగా ఇక్కడి దాక smell వస్తుంది,hate
269,Ne sollu sorakayla vunay,hate
270,వీడు కోసం కేసులు పెట్టించుకోవలి ఎమోో,hate
271,నిజంగానే బుద్దిలేకుండా గెలిపించుకున్నాము worst CM,hate
272,చెత్త ప్రభుత్వం చెత్త మీద కూడా పన్ను ఏస్తుంది,hate
273,చెప్పు తో కొట్టాల్సిందే అక్క వాళ్ళు నీ,hate
274,నిజంగానే బుద్దిలేకుండా గెలిపించుకున్నాము worst CM in AP,hate
275,సెక్స్ వర్కర్స్ అందరూ…ఒకేచోట చేరారు కదరా…..,hate
276,వాడి మీటింగ్ కి వెళ్లిన ప్రతి అమ్మయి పతివ్రతలే,hate
277,వీడి తో మీటింగ్ లు పెట్టె వాళ్ళ కి బుద్ధి లేదు,hate
278,అది ఇష్టం కాదు కామం.,hate
279,ఎదవలకు అవకాశం వస్తే ఇలాగే ఉంటది,hate
280,వాడు అంటే అన్ని వదిలేశాడు మీకేమైంది మరి,hate
281,వాళ్లంతా ఒకే తరహా పారం బోకులు,hate
282,వాళ్లంతా ఒకే తరహా పారం బోకులు,hate
283,వాడు పెళ్ళాన్ని. కన్న బిడ్డని వది లేశాడు. ఇంకేం బాధ,hate
284,ఇప్పుడు ఆంధ్రజ్యోతి ముందుకు పోయి బట్టలు విప్పుతవా ఎంది,hate
285,అందరి దగ్గర పడుకునే దానివి నీకెందుకే ఈ విషయాలు,hate
286,ఈ సారి మీరు తప్పని సరిగా బట్టలు విప్పవల్సిందె లేకపోతె ఐ హట్టు.,hate
287,నువ్వు చీర కట్టుకొని వీడియో చేయటానికి సిగ్గులేదే నీకు,hate
288,ఐ శృంగార శాఖ మంత్రివర్యులు,hate
289,ఉన్నది ఉన్నట్టుగా అంటే ఎవరికైనా మండుద్ది.,hate
290,Nuvvu dharnalu cheyali battalu lekunda ,hate
291,మళ్ళీ బట్టలు విప్పుకొ తొందరగా చూడాలని వుంది,hate
292,శ్రీ రెడ్డి  కొంచెం నోటి దూల తగ్గించుకుంటే మంచిది,hate
293,andhri tho dhgunchi kuntundi,hate
294,Lanjalaku pelii eanduku,hate
295,నీవు చేస్తావా కాపురం,hate
296,దీనినే మెంటల్ అంటారు,hate
297,యదవలను ఎంతో మందిని చూసాను కానీ ఇటువంటి ఒక లక్ష్యం అంటూ లేని యదవని వీన్నే చూస్తున్నా,hate
298,అందుకే ఏపీ ప్రజలు వీడ్ని హఠావో అన్నారు,hate
299,కడుక్కోవలసింది శుభ్రం గా కడుక్కో ఎవడితో ఏమి గలీజు పనులు చేసి వచ్చావో ఎవరికి తెలుసు,hate
300,ఆకులు చేతులు పుకులు అన్నీ మంచిగా కడుక్కోవాలి,hate
301,Mundduga p ku kadukovalli anatundi devuda,hate
302,పెద్ద పెద్ద బోండాలు ఎంత బాగున్నాయో,hate
303,Osey laanjaa nethulapave,hate
304,Aakulu pookulu cheyoddu,hate
305,Nuvvu kadukkovaali....evari mogga pattukontavo,hate
306,Mundu musukuko,hate
307,Mundhu adhi kadukooo,hate
308,Baga kaduko lekunte said effects vasthai,hate
309,Nuvvu ennisarlu kadukkuntav ennisarlu ginchukuntav,hate
310,Puvvu kuda kaduko vasana ikkadike vastundi.....,hate
311,Avi nethini kade ne bonda nethallu,hate
312,Papam vadiki poye kalam vachidhi vaddu hotel Inka evaru rarrru,hate
313,Aaa hand tho yevarevadi pattukunnavo emo baga kadukko mouth kuda baaga kadukooo,hate
314,Pove lanja,hate
315,గుంట మంచి పొంగు మీద ఉంది,hate
316,కొబ్బరి బొండాలు కన్నా పెద్దగా ఉన్నాయ్,hate
317,Baaga pechasindhi,hate
318,సళ్ళు super గా ఉన్నాయ్,hate
319,దీనికి బాగా దులెక్కి కొట్టుకుంటుంది,hate
320,మాకు ఏంది ఈ కర్మ ఎన్ని రోజులు వినాలి మీ మాటలు ,hate
321,వేసుకోవడం దేనికి దాచుకోవడం దేనికి,hate
322,దీనమ్మ జీవితం.... కళ్ళు చెదిరిపోయయి....,hate
323,మీకు దండం పెడతా ఈ మ్యూజిక్ ఏందిరా నాయనా,hate
324,శేఖర్ పిచ్చిపట్టినట్లు చేస్తున్నాడు డాన్స్,hate
325,ప్రేక్షకులని ఏదవలని చేయడంలో మీరు దిట్ట,hate
326,"E government ki ఎవరూ ఎదురు మాట్లాడకూడదేమో, రాక్షస పాలన",hate
327,ఆ రోగాలు కచ్చితంగా నీ వల్లే వచ్చి ఉంటాయి aa,hate
328,పోయేకాలం వచ్చినప్పుడు ఇలాగే ఉంటుంది..,hate
329,చిన్న మెదడు చితికిపొఇన శ్రీ రెడ్డి ,hate
330,ఇకనైనా ఖండం మ్ వాడు లేకపోతే హెచ్ఐవి గ్యారెంటీ,hate
331,నీపక్కలో పడుకున్నాకే ఆ రోగాలు అన్ని వచ్చినాయి,hate
332,Na pandu bana undi pettna,hate
333,Mari neku ఎనీ రోగాలు ఉన్నాయి మరి అక్క,hate
334,సీఎంకు సిగ్గు లేకపోతే ఇటువంటి పథకాలు ఇస్తాడు,hate
335,Jagan bochukuda pikaleru 2024 malli jagan cm,hate
336,పుష్పలో జాలిరెడ్డి ఏపీలో జైల్ రెడ్డి,hate
337,"420 జగన్మోహన్ రెడ్డి ఇక నువ్వు జైలుకి,, ఇదే నిజం నిజం పవనిజం",hate
338,మూడేళ్లకే ఆంధ్రప్రదేశ్ మొత్తం దరిద్రం అనుభవిస్తుంది,hate
339,అప్పుడు గానీ ప్రజల జీవితాలు వందశాతం సంకనాకిపోవు,hate
340,Ma chopputho meme kottukovaal,hate
341,చంచల్‌గూడ జైలులో 175 సెల్ లో ఖైదీ నెంబరు 175 ఫిక్స్,hate
342,బాత్రూమ్ లోకి పోయి 175సార్లు కొట్టుకోండి,hate
343,Rgv కాదు జగన్ గాడే తింటుంచాడు.,hate
